STATEFP,SCSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ELSDLEA,UNSDLEA,NPR_AllDistricts_3.24.16_NCES_ID_ORIG,NPR_AllDistricts_3.24.16_District Name,NPR_AllDistricts_3.24.16_State Name,NPR_AllDistricts_3.24.16_City Name,NPR_AllDistricts_3.24.16_ENROLLMENT (Number of students enrolled in district):2013,NPR_AllDistricts_3.24.16_Raw per-pupil expenditures for district:2013,"NPR_AllDistricts_3.24.16_Per-pupil expenditures for district, adjusted by regional cost differences:2013",NPR_AllDistricts_3.24.16_color_bin_orig,NPR_AllDistricts_3.24.16_color_bin
05,,0503480,Bradford School District,00,PK,12,G5420,,E,237934171,2394185,+35.4668823,-091.4624404,,03480,503480,BRADFORD SCH DIST,AR,BRADFORD,481,9216.21621621621,10527.9524640093,,bin2
05,,0502880,Beebe School District,00,PK,12,G5420,,E,608990603,1501242,+35.1166652,-091.9010117,,02880,502880,BEEBE SCH DIST,AR,BEEBE,3283,8367.04233932379,9557.91638848065,,bin2
05,,0508400,Riverview School District,00,PK,12,G5420,,E,474839746,5947076,+35.1539260,-091.6084825,,08400,508400,RIVERVIEW SCHOOL DISTRICT,AR,SEARCY,1454,9644.42916093535,11017.1125944481,,bin2
05,,0500006,Warren School District,00,PK,12,G5420,,E,619947845,2171151,+33.6126113,-092.1272382,,00006,500006,WARREN SCH DIST 1,AR,WARREN,1583,10308.2754264056,11339.2632539044,,bin3
05,,0504170,White County Central School District,00,PK,12,G5420,,E,153649407,353125,+35.3814759,-091.6849861,,04170,504170,WHITE CO CENTRAL SCHOOL DIST,AR,JUDSONIA,706,8981.58640226629,10259.9279873745,,bin2
05,,0510290,Mulberry School District,00,PK,12,G5420,,E,312954359,13180833,+35.5422899,-093.9916665,,10290,510290,MULBERRY SCH DIST 101,AR,MULBERRY,348,11307.4712643678,11235.912250428,,bin3
05,,0500068,Emerson-Taylor-Bradley School District,00,PK,12,G5420,,E,1390883622,32059032,+33.1067133,-093.4363125,,00068,500068,EMERSON-TAYLOR SCH DIST,AR,EMERSON,625,9654.4,10165.2152371818,,bin2
05,,0500044,Magnolia School District,00,PK,12,G5420,,E,984427033,993559,+33.2601349,-093.2214419,,00044,500044,MAGNOLIA SCH DIST,AR,MAGNOLIA,2845,9001.40597539543,9477.67123561782,,bin2
05,,0513110,Texarkana School District,00,PK,12,G5420,,E,496399694,9616814,+33.4682478,-093.9287349,,13110,513110,TEXARKANA SCH DIST 7,AR,TEXARKANA,4504,10214.6980461812,10343.6895572294,,bin2
05,,0509750,Mena Public Schools,00,PK,12,G5420,,E,1118277255,6680238,+34.5358214,-094.1806632,,09750,509750,MENA SCH DIST,AR,MENA,1859,8753.63098440022,9668.04893104292,,bin2
05,,0500065,Lafayette County School District,00,PK,12,G5420,,E,984693519,21226487,+33.3696976,-093.6093575,,00065,500065,LAFAYETTE COUNTY SCHOOL DISTRICT,AR,LEWISVILLE,721,10453.5367545076,10585.5443278755,,bin2
05,,0503300,Blevins School District,00,PK,12,G5420,,E,599966859,1879879,+33.8514342,-093.5807033,,03300,503300,BLEVINS SCH DIST,AR,BLEVINS,514,9959.1439688716,10084.908335423,,bin2
05,,0511820,Prescott School District,00,PK,12,G5420,,E,610963917,4500810,+33.8002985,-093.3046341,,11820,511820,PRESCOTT SCH DIST 14,AR,PRESCOTT,1087,8366.14535418583,8471.79328680279,,bin2
05,,0503770,Caddo Hills School District,00,PK,12,G5420,,E,828908478,2566529,+34.4341853,-093.7013364,,03770,503770,CADDO HILLS SCH DIST 28,AR,NORMAN,611,9211.12929623568,9691.27913164935,,bin2
05,,0506210,Fordyce School District,00,PK,12,G5420,,E,571080426,1297646,+33.8954841,-092.5429901,,06210,506210,FORDYCE SCH DIST 39,AR,FORDYCE,888,11530.4054054054,12140.4802699194,,bin3
05,,0507230,Hampton School District,00,PK,12,G5420,,E,1242279824,8125129,+33.5032032,-092.5171207,,07230,507230,HAMPTON SCH DIST 1,AR,HAMPTON,548,10290.1459854015,10834.5986041212,,bin2
05,,0511970,Rogers Public Schools,00,PK,12,G5420,,E,594626132,75720999,+36.3462107,-094.0267533,,11970,511970,ROGERS SCH DIST 30,AR,ROGERS,14793,8822.14560940986,8045.00126683604,,bin2
05,,0512660,Springdale School District,00,PK,12,G5420,,E,457943496,18194936,+36.1826970,-094.1198368,,12660,512660,SPRINGDALE SCH DIST 50,AR,SPRINGDALE,20741,8711.9232438166,7944.48840861642,,bin2
05,,0503060,Bentonville Public Schools,00,PK,12,G5420,,E,365985340,3600024,+36.3669692,-094.2540750,,03060,503060,BENTONVILLE SCH DIST 6,AR,BENTONVILLE,14880,9013.64247311828,8219.62913848284,,bin2
05,,0506540,Gentry Public Schools,00,PK,12,G5420,,E,222266291,2346912,+36.2626868,-094.4510573,,06540,506540,GENTRY SCH DIST 19,AR,GENTRY,1398,9567.95422031474,8725.11146736903,,bin2
05,,0512450,Siloam Springs Schools,00,PK,12,G5420,,E,369888829,3820291,+36.1454492,-094.4550310,,12450,512450,SILOAM SPGS SCH DIST 21,AR,SILOAM SPRINGS,4119,8872.78465647002,8091.17951142496,,bin2
05,,0510380,Nashville School District,00,PK,12,G5420,,E,611591237,1919570,+33.9870338,-093.8840370,,10380,510380,NASHVILLE SCH DIST,AR,NASHVILLE,2069,7941.03431609473,8770.5671472688,,bin2
05,,0505340,Dierks School District,00,PK,12,G5420,,E,587429064,3111800,+34.1523713,-093.9934650,,05340,505340,DIERKS SCH DIST,AR,DIERKS,603,8388.05970149254,9264.28950170049,,bin2
05,,0503150,Berryville Public Schools,00,PK,12,G5420,,E,566473482,200523,+36.3483005,-093.5508455,,03150,503150,BERRYVILLE SCH DIST,AR,BERRYVILLE,2031,8148.20285573609,9379.02495412084,,bin2
05,,0506270,Forrest City School District,00,PK,12,G5420,,E,880286506,14264959,+35.0445671,-090.7539645,,06270,506270,FORREST CITY SCH DIST 7,AR,FORREST CITY,3232,10369.4306930693,11112.3171034819,,bin3
05,,0508010,Hughes School District,00,PK,12,G5420,,E,585854439,39366075,+34.9833278,-090.4285729,,08010,508010,HUGHES SCH DIST 27,AR,HUGHES,348,14514.367816092,15554.2056746459,,bin5
05,,0512090,Salem School District,00,PK,12,G5420,,E,586468685,309548,+36.3681822,-091.8154116,,12090,512090,SALEM SCH DIST,AR,SALEM,761,8318.00262812089,9262.75408095106,,bin2
05,,0513560,Viola School District,00,PK,12,G5420,,E,597041084,15724971,+36.3802040,-092.0606676,,13560,513560,VIOLA SCH DIST,AR,VIOLA,406,9842.3645320197,10960.2516747183,,bin2
05,,0505410,Dollarway School District,00,PK,12,G5420,,E,1007911393,61686380,+34.3335453,-091.8969250,,05410,505410,DOLLARWAY SCH DIST 2,AR,PINE BLUFF,1442,11819.6948682386,11652.0603886407,,bin3
05,,0505970,Eureka Springs School District,00,PK,12,G5420,,E,391558721,19660083,+36.3859577,-093.7574744,,05970,505970,EUREKA SPRINGS SCH DIST,AR,EUREKA SPRINGS,655,10862.5954198473,12503.4385266373,,bin4
05,,0508130,Huntsville School District,00,PK,12,G5420,,E,1910755767,6424873,+36.0079612,-093.7495988,,08130,508130,HUNTSVILLE SCH DIST 1,AR,HUNTSVILLE,2306,9186.90372940156,8377.6277805372,,bin2
05,,0508240,Jasper School District,00,PK,12,G5420,,E,1586650692,5024261,+35.8761554,-093.4440934,,08240,508240,JASPER SCH DIST,AR,JASPER,931,10392.0515574651,11961.8169316147,,bin3
05,,0506060,Camden Fairview School District,00,PK,12,G5420,,E,859685349,11591281,+33.5899267,-092.9298257,,06060,506060,CAMDEN-FAIRVIEW SCHOOL DIST,AR,CAMDEN,2528,9421.28164556962,9919.76256808556,,bin2
05,,0506870,Green Forest School District,00,PK,12,G5420,,E,469784561,2428433,+36.3601750,-093.4101856,,06870,506870,GREEN FOREST SCH DIST,AR,GREEN FOREST,1258,9236.08903020668,10631.2411493055,,bin2
05,,0504890,Danville School District,00,PK,12,G5420,,E,379778830,2486852,+34.9937223,-093.6013836,,04890,504890,DANVILLE SCH DIST,AR,DANVILLE,916,9056.76855895197,9719.19087397665,,bin2
05,,0507680,Helena-West Helena School District,00,PK,12,G5420,,E,324019909,34339014,+34.5049632,-090.6447534,,07680,507680,HELENA-WEST HELENA SCHOOL DISTRICT 2,AR,HELENA,1682,11741.9738406659,12583.1919418179,,bin4
05,,0508700,Lamar School District,00,PK,12,G5420,,E,776859921,33675921,+35.5586119,-093.3172422,,08700,508700,LAMAR SCH DIST 39,AR,LAMAR,1219,7858.08039376538,8432.82929810202,,bin2
05,,0511700,Pottsville Public Schools,00,PK,12,G5420,,E,177710198,5953100,+35.2201226,-093.0550231,,11700,511700,POTTSVILLE SCH DIST 61,AR,POTTSVILLE,1662,8167.26835138387,8764.63161329521,,bin2
05,,0505550,Earle School District,00,PK,12,G5420,,E,350067124,3345101,+35.3024781,-090.4459244,,05550,505550,EARLE SCH DIST,AR,EARLE,679,13434.4624447717,11031.0828178099,,bin2
05,,0507320,Harmony Grove School District,00,PK,12,G5420,E,E,56748793,118861,+34.5090563,-092.6459467,,07320,507320,HARMONY GROVE SCH DIST 1,AR,BENTON,1080,8155.55555555555,7887.65764967489,,bin2
05,,0512180,Scranton School District,00,PK,12,G5420,,E,174874607,30045287,+35.3492648,-093.5209938,,12180,512180,SCRANTON SCH DIST,AR,SCRANTON,398,9007.53768844221,9948.47912543568,,bin2
05,,0511130,Paris School District,00,PK,12,G5420,,E,579898924,11301867,+35.2688075,-093.5909354,,11130,511130,PARIS SCH DIST 7,AR,PARIS,1178,8998.30220713073,9938.27889134079,,bin2
05,,0500019,Batesville School District,00,PK,12,G5420,,E,559623859,6810655,+35.8005996,-091.6994432,,00019,500019,BATESVILLE SCH DIST,AR,BATESVILLE,3153,9067.55470980019,10097.4396315408,,bin2
05,,0500001,DeWitt School District,00,PK,12,G5420,,E,2259231975,119601501,+34.2473999,-091.3745432,,00001,500001,DEWITT SCH DIST 1,AR,DEWITT,1308,8943.4250764526,8816.58369643169,,bin2
05,,0500073,Ouachita River School District,00,PK,12,G5420,,E,909280946,4957678,+34.5937135,-093.7836224,,00073,500073,OUACHITA RIVER SCH DIST 30,AR,MENA,761,9189.2247043364,10149.1454504076,,bin2
05,,0509330,Mansfield School District,00,PK,12,G5420,,E,397882850,3509196,+35.0610804,-094.2042217,,09330,509330,MANSFIELD SCH DIST,AR,MANSFIELD,880,8873.86363636364,8817.70563986661,,bin2
05,,0507770,Highland School District,00,PK,12,G5420,,E,835299811,5701720,+36.2852836,-091.5003549,,07770,507770,HIGHLAND SCH DIST,AR,HARDY,1530,8832.67973856209,9835.88776679461,,bin2
05,,0509270,Mammoth Spring Schools,00,PK,12,G5420,,E,585985048,914290,+36.4455752,-091.4441198,,09270,509270,MAMMOTH SPRING SCH DIST,AR,MAMMOTH SPRING,490,9246.9387755102,10297.1979823131,,bin2
05,,0506990,Greenwood School District,00,PK,12,G5420,,E,460330210,4577921,+35.2169742,-094.2288468,,06990,506990,GREENWOOD SCH DIST,AR,GREENWOOD,3652,8199.06900328587,8147.18142564961,,bin2
05,,0507410,Hartford School District,00,PK,12,G5420,,E,234876076,2818313,+35.0496827,-094.4031074,,07410,507410,HARTFORD SCH DIST 94,AR,HARTFORD,390,9017.94871794872,8960.87888306443,,bin2
05,,0503750,Cabot Public Schools,00,PK,12,G5420,,E,467975083,4630060,+34.9696929,-091.9660620,,03750,503750,CABOT SCHOOL DISTRICT 4,AR,CABOT,10423,8156.67274297227,7888.73813914168,,bin2
05,,0509060,Lonoke School District,00,PK,12,G5420,,E,490758037,44283872,+34.7740892,-091.9317740,,09060,509060,LONOKE SCH DIST,AR,LONOKE,1890,8039.15343915344,7775.07917018038,,bin2
06,,0642930,Winters Joint Unified School District,00,KG,12,G5420,,E,331401970,980301,+38.5688660,-122.0797813,,42930,642930,WINTERS JT UNIFIED SCH DIST,CA,WINTERS,1522,8655.7161629435,9289.58199942438,,bin2
06,,0642710,Willows Unified School District,00,KG,12,G5420,,E,792451940,3765626,+39.5166110,-122.2209672,,42710,642710,WILLOWS UNIFIED SCH DIST,CA,WILLOWS,1467,7428.08452624404,13052.2255488728,,bin4
06,,0620670,Lakeport Unified School District,00,KG,12,G5420,,E,297197806,34953187,+39.0573241,-122.9685093,,20670,620670,LAKEPORT UNIFIED SCHOOL DISTRICT,CA,LAKEPORT,1536,8515.625,13996.4341349429,,bin4
06,,0624750,Middletown Unified School District,00,KG,12,G5420,,E,387451818,2213121,+38.7737905,-122.6071650,,24750,624750,MIDDLETOWN UNIFIED SCHOOL DISTRICT,CA,MIDDLETOWN,1641,8510.05484460695,13987.2789275353,,bin4
06,,0624230,McFarland Unified School District,00,KG,12,G5420,,E,423499077,37601,+35.6228995,-119.1161985,,24230,624230,MCFARLAND UNIFIED SCHOOL DIST,CA,MCFARLAND,3306,10010.889292196,10931.7077204543,,bin2
06,,0636800,Sierra Sands Unified School District,00,KG,12,G5420,,E,2506296944,4658939,+35.5552905,-117.7793146,,36800,636800,SIERRA SANDS UNIFIED SCHOOL DISTRICT,CA,RIDGECREST,5008,9041.93290734824,9873.62509823596,,bin2
06,,0625230,Mojave Unified School District,00,KG,12,G5420,,E,2408526927,2362338,+35.1925527,-118.0317109,,25230,625230,MOJAVE UNIFIED SCHOOL DISTRICT,CA,MOJAVE,2691,9452.99145299145,10322.4935000142,,bin2
06,,0600045,Orland Joint Unified School District,00,KG,12,G5420,,E,731090601,12145314,+39.7749276,-122.7301903,,00045,600045,ORLAND JOINT UNIFIED SCHOOL DISTRICT,CA,ORLAND,2163,9011.09570041609,15833.806563289,,bin5
06,,0622860,Los Molinos Unified School District,00,KG,12,G5420,,E,817001484,3655174,+39.9886253,-121.9149709,,22860,622860,LOS MOLINOS UNIFIED SCH DIST,CA,LOS MOLINOS,583,10150.9433962264,17836.6848510247,,bin5
06,,0637830,St. Helena Unified School District,00,KG,12,G5420,,E,730935161,81128373,+38.5954891,-122.3199583,,37830,637830,ST HELENA UNIF SCH DIST,CA,ST. HELENA,1295,18273.3590733591,18945.0128374091,,bin5
06,,0607020,Calistoga Joint Unified School District,00,KG,12,G5420,,E,242823823,396255,+38.6348225,-122.6150507,,07020,607020,CALISTOGA JT UNI SCH DIST,CA,CALISTOGA,809,14477.1322620519,15009.2522919501,,bin4
06,,0612930,Esparto Unified School District,00,KG,12,G5420,,E,940350210,2152367,+38.8304650,-122.1269068,,12930,612930,ESPARTO UNIFIED SCH DIST,CA,ESPARTO,987,8570.41540020263,9198.03458553307,,bin2
06,,0641580,Washington Unified School District,00,KG,12,G5420,E,E,71138603,2896521,+38.5364604,-121.5821883,,41580,641580,WASHINGTON UNIF SCH DIST,CA,WEST SACRAMENTO,7697,8272.70365077303,8878.5211384126,,bin2
06,,0643080,Woodland Joint Unified School District,00,KG,12,G5420,,E,799091748,9084174,+38.7201907,-121.7710472,,43080,643080,WOODLAND JT UNIFIED SCH DIST,CA,WOODLAND,10126,7902.62690104681,8481.34333729891,,bin2
06,,0632270,Reef-Sunset Unified School District,00,KG,12,G5420,,E,1414914332,1475111,+35.9404598,-119.9911455,,32270,632270,REEF SUNSET UNIFIED SCHOOL DISTRICT,CA,AVENAL,2643,8758.98600075671,12898.1514528287,,bin4
06,,0609690,Corcoran Joint Unified School District,00,KG,12,G5420,,E,948642677,922030,+35.9815933,-119.6167932,,09690,609690,CORCORAN JOINT UNIF SCH DIST,CA,CORCORAN,3334,8336.8326334733,12276.5043732383,,bin4
06,,0606900,Calexico Unified School District,00,KG,12,G5420,,E,158653820,0,+32.6882938,-115.5180099,,06900,606900,CALEXICO UNIF SCH DIST,CA,CALEXICO,9203,8303.59665326524,12997.3757556037,,bin4
06,,0606990,Calipatria Unified School District,00,KG,12,G5420,,E,1087897664,236422283,+33.2819302,-115.5605643,,06990,606990,CALIPATRIA UNIFIED SCH DIST,CA,CALIPATRIA,1191,9260.28547439127,14494.8526452682,,bin4
06,,0643470,Yuba City Unified School District,00,KG,12,G5420,,E,294574293,4783349,+39.0342246,-121.6633133,,43470,643470,YUBA CITY UNIFIED SCHOOL DISTRICT,CA,YUBA CITY,13298,7894.04421717551,8841.48035884114,,bin2
06,,0604230,Bear Valley Unified School District,00,KG,12,G5420,,E,605433487,11907318,+34.1910759,-116.8423297,,04230,604230,BEAR VALLEY UNIF SCHOOL DIST,CA,BIG BEAR LAKE,2606,8468.15042210284,9481.72236955429,,bin2
06,,0632370,Rialto Unified School District,00,KG,12,G5420,,E,131481597,266401,+34.2396896,-117.5006806,,32370,632370,RIALTO UNIFIED SCH DIST,CA,RIALTO,26596,8560.00902391337,9584.57573377294,,bin2
06,,0612630,Emery Unified School District,00,KG,12,G5420,,E,3317306,2517858,+37.8399065,-122.2989635,,12630,612630,EMERY UNI SCH DIST,CA,EMERYVILLE,751,15778.9613848202,14986.4756707144,,bin4
06,,0627060,Newark Unified School District,00,KG,12,G5420,,E,36116580,60526,+37.5045144,-122.0329158,,27060,627060,NEWARK UNIF SCH DIST,CA,NEWARK,6484,8510.4873534855,8083.05493361762,,bin2
06,,0634680,San Leandro Unified School District,00,KG,12,G5420,,E,30078999,5679338,+37.7069948,-122.1663168,,34680,634680,SAN LEANDRO UNI SCH DIST,CA,SAN LEANDRO,8704,8400.85018382353,7978.92420310414,,bin2
06,,0607440,Capistrano Unified School District,00,KG,12,G5420,,E,406415811,114471185,+33.5050021,-117.6258158,,07440,607440,CAPISTRANO UNIFIED SCH DIST,CA,SAN JUAN CAPISTRANO,53785,6811.09974900065,6735.68952015327,,bin1
06,,0614880,Garden Grove Unified School District,00,KG,12,G5420,,E,74420476,360856,+33.7664418,-117.9564828,,14880,614880,GARDEN GROVE UNIF SCHOOL DIST,CA,GARDEN GROVE,47599,8765.07909830038,8668.03506062273,,bin2
06,,0633860,Saddleback Valley Unified School District,00,KG,12,G5420,,E,248804598,806296,+33.6454869,-117.5829385,,33860,633860,SADDLEBACK VALLEY UNIFIED SCHOOL DIST,CA,MISSION VIEJO,30355,7526.60187777961,7443.26984756969,,bin1
06,,0635310,Santa Ana Unified School District,00,KG,12,G5420,,E,68342710,623061,+33.7211480,-117.8754516,,35310,635310,SANTA ANA UNI SCH DIST,CA,SANTA ANA,57410,9094.91377808744,8994.21792064483,,bin2
06,,0684500,Irvine Unified School District,00,KG,12,G5420,,E,151067915,986880,+33.6783986,-117.7712541,,84500,684500,IRVINE UNIFIED SCHOOL DIST,CA,IRVINE,29072,7957.76004402862,7869.65437414457,,bin2
06,,0607800,Castro Valley Unified School District,00,KG,12,G5420,,E,177385526,4276387,+37.7196716,-122.0463454,,07800,607800,CASTRO VAL UNIFIED SCH DIST,CA,CASTRO VALLEY,9210,8067.1009771987,7661.93728341911,,bin1
06,,0619320,Kelseyville Unified School District,00,KG,12,G5420,,E,290572109,36659611,+38.9221314,-122.7895589,,19320,619320,KELSEYVILLE UNIFIED SCHOOL DISTRICT,CA,KELSEYVILLE,1697,8546.8473777254,14047.7517955221,,bin4
06,,0620070,Konocti Unified School District,00,KG,12,G5420,,E,815584718,40911021,+38.9777763,-122.5579721,,20070,620070,KONOCTI UNIFIED SCHOOL DISTRICT,CA,LOWER LAKE,3071,8763.26929338978,14403.4667416306,,bin4
06,,0621810,Linden Unified School District,00,KG,12,G5420,,E,444725504,2323061,+38.0549190,-121.0518273,,21810,621810,LINDEN UNIFIED SCH DIST,CA,LINDEN,2321,7940.11202068074,8566.72259428911,,bin2
06,,0622230,Lodi Unified School District,00,KG,12,G5420,,E,772761918,37522312,+38.1205485,-121.2995155,,22230,622230,LODI UNIFIED SCH DIST,CA,LODI,30222,8055.98570577725,8691.74069398522,,bin2
06,,0623610,Manteca Unified School District,00,KG,12,G5420,,E,287845558,4267750,+37.8082866,-121.2416672,,23610,623610,MANTECA UNIF SCH DIST,CA,MANTECA,23235,7252.33483968151,7824.66803624807,,bin2
06,,0632880,Ripon Unified School District,00,KG,12,G5420,,E,139625434,1182231,+37.7788996,-121.1341904,,32880,632880,RIPON UNIFIED SCH DIST,CA,RIPON,3238,6354.53983940704,6856.02166276382,,bin1
06,,0638010,Stockton Unified School District,00,KG,12,G5420,,E,146392981,3253362,+37.9553945,-121.2702579,,38010,638010,STOCKTON CITY UNIFIED SCH DIST,CA,STOCKTON,38435,9066.37179653961,9781.86351972683,,bin2
06,,0621690,Lincoln Unified School District,00,KG,12,G5420,,E,29824854,2402345,+37.9995651,-121.3622008,,21690,621690,LINCOLN UNIF SCH DIST,CA,STOCKTON,9132,7196.99956197985,7764.96585918641,,bin2
06,,0613470,Fall River Joint Unified School District,00,KG,12,G5420,,E,2871851837,32216928,+40.9633330,-121.4666060,,13470,613470,FALL RIVER JT UNIFIED SCH DIST,CA,BURNEY,1168,9775.68493150685,11867.9939260808,,bin3
06,,0637630,Southern Trinity Joint Unified School District,00,KG,12,G5420,,E,2269868183,4680090,+40.0875652,-123.1534981,,37630,637630,SOUTHERN TRINITY JT UNIF SCH DIST,CA,BRIDGEVILLE,97,23567.0103092784,41410.6669064585,,bin5
06,,0605700,Borrego Springs Unified School District,00,KG,12,G5420,,E,996077264,1535421,+33.2560523,-116.2172487,,05700,605700,BORREGO SPRINGS UNIF SCH DIST,CA,BORREGO SPRINGS,513,11263.1578947368,11869.7367681793,,bin3
06,,0605010,Big Valley Joint Unified School District,00,KG,12,G5420,,E,3132388324,39894624,+41.1925692,-121.0442590,,05010,605010,BIG VALLEY JOINT UNIFIED SCHOOL DISTRICT,CA,BIEBER,200,10760,18203.3747882989,,bin5
06,,0638520,Surprise Valley Joint Unified School District,00,KG,12,G5420,,E,1997580170,217465776,+41.4900037,-120.1374935,,38520,638520,SURPRISE VALLEY JT UNIF SCH DIST,CA,CEDARVILLE,127,14551.1811023622,24617.1564329658,,bin5
06,,0600011,Fort Sage Unified School District,00,KG,12,G5420,,E,682689199,5404559,+39.9744995,-120.0901010,,00011,600011,FORT SAGE UNIFIED SCHOOL DISTRICT,CA,HERLONG,299,9234.11371237458,15621.9361286361,,bin5
06,,0642300,Westwood Unified School District,00,KG,12,G5420,,E,1282758004,33717293,+40.5187694,-121.1037818,,42300,642300,WESTWOOD UNIFIED SCHOOL DISTRICT,CA,WESTWOOD,367,6346.04904632153,10736.013867576,,bin2
06,,0625190,Modoc Joint Unified School District,00,KG,12,G5420,,E,6238586850,434289331,+41.5512606,-120.6033192,,25190,625190,MODOC JT UNIFIED SCHOOL DIST,CA,ALTURAS,793,9530.89533417402,16124.0204308568,,bin5
06,,0600029,Murrieta Valley Unified School District,00,KG,12,G5420,,E,434722356,169447,+33.5376982,-117.2882915,,00029,600029,MURRIETA VALLEY UNIF SCH DIST,CA,MURRIETA,22929,7322.73540058441,8199.21005097199,,bin2
06,,0609870,Coronado Unified School District,00,KG,12,G5420,,E,19883741,15633104,+32.6733920,-117.1675622,,09870,609870,CORONADO UNIF SCH DIST,CA,CORONADO,3174,9748.58223062382,10273.5934292927,,bin2
06,,0631710,Ramona City Unified School District,00,KG,12,G5420,,E,444973925,5036714,+33.0314157,-116.8358394,,31710,631710,RAMONA CITY UNIF SCH DIST,CA,RAMONA,5868,8274.02862985685,8719.62754732161,,bin2
06,,0634880,San Marcos Unified School District,00,KG,12,G5420,,E,109498708,275324,+33.1436677,-117.1796935,,34880,634880,SAN MARCOS UNIFIED SCH DIST,CA,SAN MARCOS,19617,7645.3076413315,8057.04670594739,,bin2
06,,0600022,Mendota Unified School District,00,KG,12,G5420,,E,824298864,7315266,+36.6581781,-120.5006818,,00022,600022,MENDOTA UNIFIED SCHOOL DIST,CA,MENDOTA,2978,9126.25923438549,10289.9907757741,,bin2
06,,0610350,Cutler-Orosi Joint Unified School District,00,KG,12,G5420,,E,1472200601,7971389,+36.6156243,-118.6975741,,10350,610350,CUTLER-OROSI UNIFIED SCH DIST,CA,OROSI,4128,8985.9496124031,9940.31813382934,,bin2
06,,0614550,Fresno Unified School District,00,KG,12,G5420,,E,198631888,253355,+36.7745379,-119.7826650,,14550,614550,FRESNO UNIFIED SCH DIST,CA,FRESNO,73689,9182.63241460734,10353.5523610399,,bin2
06,,0619700,Kings Canyon Joint Unified School District,00,KG,12,G5420,,E,1548678808,4729423,+36.7383433,-119.0398425,,19700,619700,KINGS CANYON UNIFIED SCHOOL DIST,CA,REEDLEY,9954,8820.07233273056,9944.76056558888,,bin2
06,,0636805,Sierra Unified School District,00,KG,12,G5420,,E,2374178196,41509541,+36.9573725,-119.0074137,,36805,636805,SIERRA UNIFIED SCHOOL DISTRICT,CA,TOLLHOUSE,1402,10098.4308131241,11386.1284506715,,bin3
06,,0608370,Chico Unified School District,00,KG,12,G5420,,E,851890919,6949316,+39.8138490,-121.7787870,,08370,608370,CHICO UNIF SCHOOL DIST,CA,CHICO,13875,8082.59459459459,9511.09562237172,,bin2
06,,0600051,Gridley Unified School District,00,KG,12,G5420,,E,223121295,1579915,+39.3517543,-121.7427081,,00051,600051,GRIDLEY UNIFIED SCHOOL DISTRICT,CA,GRIDLEY,2112,7720.64393939394,9085.17455805212,,bin2
06,,0629820,Paradise Unified School District,00,KG,12,G5420,,E,579632349,3890290,+39.9655369,-121.5336930,,29820,629820,PARADISE UNIFIED SCHOOL DISTRICT,CA,PARADISE,4282,7776.0392340028,9150.36030229404,,bin2
06,,0600061,Riverbank Unified School District,00,KG,12,G5420,,E,52873374,564851,+37.6928701,-120.8826599,,00061,600061,RIVERBANK UNIFIED SCHOOL DISTRICT,CA,RIVERBANK,2794,9826.41374373658,10481.5742213177,,bin2
06,,0637620,Southern Kern Unified School District,00,KG,12,G5420,,E,791426711,665891,+34.8891545,-118.3374689,,37620,637620,SOUTHERN KERN UNIF SCHOOL DIST,CA,ROSAMOND,3035,7848.43492586491,8570.34716580506,,bin2
06,,0604950,Big Pine Unified School District,00,KG,12,G5420,,E,3502682378,17337435,+37.0504480,-117.6620765,,04950,604950,BIG PINE UNI SCH DIST,CA,BIG PINE,186,15392.4731182796,24096.0667470531,,bin5
06,,0629190,Owens Valley Unified School District,00,KG,12,G5420,,E,2265098429,4216471,+36.8168050,-117.6237784,,29190,629190,OWENS VALLEY UNIFIED SCH DIST,CA,INDEPENDENCE,71,24873.2394366197,38937.6829229904,,bin5
06,,0622440,Lone Pine Unified School District,00,KG,12,G5420,,E,6216158927,38991533,+36.2927259,-117.8653519,,22440,622440,LONE PINE UNIF SCH DIST,CA,LONE PINE,385,15119.4805194805,23668.7119073489,,bin5
06,,0601418,Woodlake Unified School District,00,KG,12,G5420,,E,391270115,5322526,+36.4829385,-119.0447462,,01418,601418,WOODLAKE UNIFIED SCHOOL DISTRICT,CA,WOODLAKE,2273,9364.27628684558,9719.50662255528,,bin2
06,,0601423,Exeter Unified School District,00,KG,12,G5420,,E,295593914,0,+36.2777988,-119.0246818,,01423,,,,,,,,,
06,,0623340,Madera Unified School District,00,KG,12,G5420,,E,998268507,1447001,+36.9419167,-120.1238633,,23340,623340,MADERA UNIFIED SCHOOL DISTRICT,CA,MADERA,19984,7805.14411529223,9126.77986401026,,bin2
06,,0606580,Butte Valley Unified School District,00,KG,12,G5420,,E,3056550249,58188403,+41.7336072,-121.8396984,,06580,606580,BUTTE VALLEY UNIF SCH DIST,CA,DORRIS,324,13117.2839506173,22191.3416317495,,bin5
06,,0624090,Marysville Joint Unified School District,00,KG,12,G5420,,E,1196179179,18292938,+39.3278994,-121.3543265,,24090,624090,MARYSVILLE UNIF SCH DIST,CA,MARYSVILLE,9815,9007.74325012736,10088.8445557733,,bin2
