STATEFP,SCSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ELSDLEA,UNSDLEA,NPR_AllDistricts_3.24.16_NCES_ID_ORIG,NPR_AllDistricts_3.24.16_District Name,NPR_AllDistricts_3.24.16_State Name,NPR_AllDistricts_3.24.16_City Name,NPR_AllDistricts_3.24.16_ENROLLMENT (Number of students enrolled in district):2013,NPR_AllDistricts_3.24.16_Raw per-pupil expenditures for district:2013,"NPR_AllDistricts_3.24.16_Per-pupil expenditures for district, adjusted by regional cost differences:2013",NPR_AllDistricts_3.24.16_color_bin_orig,NPR_AllDistricts_3.24.16_color_bin
04,00720,0400720,Antelope Union High School District,00,09,12,G5410,,E,7937908278,3400,+32.9920489,-113.8173717,,,400720,ANTELOPE UNION HIGH SCHOOL DISTRICT  50,AZ,WELLTON,282,10943.2624113475,11410.9787105165,,bin3
04,01740,0401740,Casa Grande Union High School District,00,09,12,G5410,,E,3365445185,1173327,+32.8391529,-111.9208947,,,401740,CASA GRANDE UNION HIGH SCHOOL DISTRICT 82,AZ,CASA GRANDE,3561,7122.99915754002,6803.81841870231,,bin1
04,01160,0401160,Bicentennial Union High School District,00,09,12,G5410,,E,9842304876,22988821,+33.6694969,-113.9521527,,,401160,BICENTENNIAL UNION HIGH SCHOOL DISTRICT 76,AZ,SALOME,131,12343.5114503817,14519.8155960321,,bin4
04,07530,0407530,Santa Cruz Valley Union High School District,00,09,12,G5410,,E,1857330613,3443533,+32.6430009,-111.4370935,,,407530,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT 840,AZ,ELOY,364,9299.45054945055,8882.74328450354,,bin2
04,09630,0409630,Yuma Union High School District,00,09,12,G5410,,E,6343283514,13167916,+32.5295065,-114.0048912,,,409630,YUMA UNION HIGH SCHOOL DISTRICT 70,AZ,YUMA,10793,6181.96979523765,6446.18789816874,,bin1
04,00082,0400082,Colorado River Union High School District,00,09,12,G5410,,E,2711195786,74672820,+35.1052137,-114.4678343,,,400082,COLORADO R UNION HIGH SCHOOL DISTRICT 2,AZ,FORT MOHAVE,2157,6331.94251274919,7448.33737298891,,bin1
04,08340,0408340,Tempe Union High School District,00,09,12,G5410,,E,428686713,2553151,+33.3111998,-111.9835387,,,408340,TEMPE UNION HIGH SCHOOL DISTRICT 213,AZ,TEMPE,13855,6713.46084446048,6412.63146836479,,bin1
04,01410,0401410,Buckeye Union High School District,00,09,12,G5410,,E,3165182876,214246,+33.3198987,-112.8117940,,,401410,BUCKEYE UNION HIGH SCHOOL DISTRICT 201,AZ,BUCKEYE,3791,6931.15273015036,6620.56860673872,,bin1
04,06330,0406330,Phoenix Union High School District,00,09,12,G5410,,E,449331865,1962849,+33.4408648,-112.0990258,,,406330,PHOENIX UNION HIGH SCHOOL DISTRICT 210,AZ,PHOENIX,25854,13028.8156571517,12444.9959885465,,bin4
04,03450,0403450,Glendale Union High School District,00,09,12,G5410,,E,153669443,412847,+33.5743168,-112.1351943,,,403450,GLENDALE UNION HIGH SCHOOL DISTRICT 205,AZ,GLENDALE,15022,8122.48701903874,7758.51934887664,,bin2
04,08520,0408520,Tolleson Union High School District,00,09,12,G5410,,E,264915187,636237,+33.4119203,-112.2743781,,,408520,TOLLESON UNION HIGH SCHOOL DISTRICT 214,AZ,TOLLESON,10077,6639.37679865039,6341.86711977138,,bin1
04,00450,0400450,Agua Fria Union High School District,00,09,12,G5410,,E,244600228,781020,+33.4814273,-112.4078710,,,400450,AGUA FRIA UNION HIGH SCHOOL DISTRICT 216,AZ,AVONDALE,6933,6883.45593538151,6575.00909962888,,bin1
04,05070,0405070,Mingus Union High School District,00,09,12,G5410,,E,1320336275,401767,+34.8350635,-112.0838977,,,405070,MINGUS UNION HIGH SCHOOL DISTRICT 4,AZ,COTTONWOOD,1193,6741.82732606873,8288.39104095302,,bin2
04,08910,0408910,Valley Union High School District,00,09,12,G5410,,E,1469476869,694059,+31.8655400,-109.6700375,,,408910,VALLEY UNION HIGH SCHOOL DISTRICT 22,AZ,ELFRIDA,98,16642.8571428571,19242.3739652827,,bin5
04,06030,0406030,Patagonia Union High School District,00,09,12,G5410,,E,1795973227,1646873,+31.5472872,-110.6799581,,,406030,PATAGONIA UNION HIGH SCHOOL DISTRICT 20,AZ,PATAGONIA,53,29188.679245283,33747.780009725,,bin5
06,34140,0634140,San Benito High School District,00,09,12,G5410,,E,2659327023,1725481,+36.6535732,-121.0991880,,,634140,SAN BENITO JT UNION HIGH SCHOOL DIST,CA,HOLLISTER,3069,8288.04170739655,7087.05146727775,,bin1
06,35830,0635830,Santa Rosa High School District,00,07,12,G5410,,E,476308297,913262,+38.4570453,-122.6692775,,,,,,,,,,,
06,38730,0638730,Taft Union High School District,00,09,12,G5410,,E,1441819227,2410560,+35.3198328,-119.6178338,,,638730,TAFT UNION HIGH SCHOOL DIST,CA,TAFT,1032,22241.2790697674,24287.0693125425,,bin5
06,41430,0641430,Wasco Union High School District,00,09,12,G5410,,E,1991513939,4717058,+35.6380655,-119.7608514,,,641430,WASCO UNION HIGH SCHOOL DIST,CA,WASCO,1760,8936.36363636364,9758.34538821412,,bin2
06,19110,0619110,Julian Union High School District,00,09,12,G5410,,E,1624941351,3926945,+33.0470228,-116.4590731,,,619110,JULIAN UNION HIGH SCHOOL DIST,CA,JULIAN,178,14393.2584269663,15168.4092828267,,bin4
06,21060,0621060,Lassen Union High School District,00,09,12,G5410,,E,6353927053,381951460,+40.6096275,-120.4598515,,,621060,LASSEN UNION HIGH SCHOOL DISTRICT,CA,SUSANVILLE,981,8456.67686034658,14306.6968729018,,bin4
06,24660,0624660,Merced Union High School District,00,09,12,G5410,,E,1803880394,9887384,+37.3573198,-120.5256084,,,624660,MERCED UNION HIGH SCHOOL DIST,CA,ATWATER,10078,9041.57570946616,10057.5413306882,,bin2
06,25150,0625150,Modesto City High School District,00,09,12,G5410,,E,422408868,8246078,+37.6623610,-121.0342213,,,,,,,,,,,
06,30210,0630210,Perris Union High School District,00,07,12,G5410,,E,470362912,1168231,+33.7439510,-117.1888911,,,630210,PERRIS UNION HIGH SCHOOL DIST,CA,PERRIS,10567,7834.20081385445,8771.89390854707,,bin2
06,02630,0602630,Anaheim Union High School District,00,07,12,G5410,,E,104952769,301696,+33.8273173,-117.9621537,,,602630,ANAHEIM UNION HIGH SCHOOL DIST,CA,ANAHEIM,32085,9245.87813620072,9143.51085164462,,bin2
06,09810,0609810,Corning Union High School District,00,09,12,G5410,,E,1570512173,13598799,+39.8936816,-122.4874293,,,609810,CORNING UNION H SCH DIST,CA,CORNING,980,10727.5510204082,18849.8683625248,,bin5
06,14190,0614190,Fortuna Union High School District,00,09,12,G5410,,E,1457886410,18488776,+40.4941727,-123.8376331,,,614190,FORTUNA UNION HIGH SCHOOL DIST,CA,FORTUNA,1075,8629.76744186047,14702.0700211432,,bin4
06,14430,0614430,Fremont Union High School District,00,09,12,G5410,,E,144982916,349209,+37.3293586,-122.0614987,,,614430,FREMONT UNION HIGH SCHOOL DIST,CA,SUNNYVALE,10664,10281.7891972993,8791.8921971557,,bin2
06,21600,0621600,Liberty Union High School District,00,09,12,G5410,,E,514829897,49307614,+37.9222276,-121.6683590,,,621600,LIBERTY UNION HIGH SCHOOL DIST,CA,BRENTWOOD,7704,7728.71235721703,7340.54396120206,,bin1
06,01650,0601650,Acalanes Union High School District,00,09,12,G5410,,E,205137702,4413448,+37.8772150,-122.1288576,,,601650,ACALANES UNION HIGH SCHOOL DIST,CA,LAFAYETTE,5349,10929.33258553,10380.4155986948,,bin2
06,07230,0607230,Campbell Union High School District,00,09,12,G5410,,E,78382018,219026,+37.2754238,-121.9462937,,,607230,CAMPBELL UNION HIGH SCHOOL DIST,CA,SAN JOSE,7373,9162.21348162214,7834.55016164959,,bin2
06,21270,0621270,Le Grand Union High School District,00,09,12,G5410,,E,465322765,0,+37.2358769,-120.2614016,,,621270,LE GRAND UNION HIGH SCHOOL DIST,CA,LE GRAND,513,10697.8557504873,11899.9309210694,,bin3
06,29130,0629130,Oroville Union High School District,00,09,12,G5410,,E,1661911053,69733992,+39.6041742,-121.4309121,,,629130,OROVILLE UNION HIGH SCHOOL DIST,CA,OROVILLE,2452,9442.90375203915,11111.8230027968,,bin3
06,11820,0611820,East Side Union High School District,00,09,12,G5410,,E,354466683,516255,+37.3270983,-121.7770803,,,611820,EASTSIDE UNION HIGH SCHOOL DIST,CA,SAN JOSE,26297,7835.95086892041,6700.47148212809,,bin1
06,12070,0612070,El Dorado Union High School District,00,09,12,G5410,,E,2881738036,28360959,+38.7079090,-120.5909221,,,612070,EL DORADO UN HIGH SCHOOL DIST,CA,PLACERVILLE,6873,8325.91299287065,8935.62704822368,,bin2
06,12910,0612910,Escondido Union High School District,00,09,12,G5410,,E,272453966,3141331,+33.1232648,-117.0594888,,,612910,ESCONDIDO UNION HIGH SCH.DIST,CA,ESCONDIDO,9196,8075.68508046977,8510.60217957895,,bin2
06,13530,0613530,Fallbrook Union High School District,00,09,12,G5410,,E,898157281,101198620,+33.3628878,-117.3414128,,,613530,FALLBROOK UNION HIGH SCHOOL DIST,CA,FALLBROOK,2760,9770.65217391304,10296.8519523269,,bin2
06,16230,0616230,Grossmont Union High School District,00,09,12,G5410,,E,1206775554,22322469,+32.7738000,-116.8175945,,,616230,GROSSMONT UNION HIGH SCHOOL DIST,CA,LA MESA,22965,8176.44241236665,8616.78581104867,,bin2
06,18930,0618930,Jefferson Union High School District,00,09,12,G5410,,E,83585084,142459568,+37.6901929,-122.4962701,,,618930,JEFFERSON UNION HIGH SCHOOL DISTRICT,CA,DALY CITY,4870,9341.88911704312,8089.06532135871,,bin2
06,35110,0635110,San Rafael City High School District,00,09,12,G5410,,E,93228854,60996689,+38.0055686,-122.5028113,,,635110,SAN RAFAEL HIGH SCHOOL DISTRICT,CA,SAN RAFAEL,2066,12137.4636979671,10509.7304686862,,bin2
06,38790,0638790,Tamalpais Union High School District,00,09,12,G5410,,E,442349553,319574549,+37.9455929,-122.6862035,,,638790,TAMALPAIS UNION HIGH SCHOOL DIST,CA,LARKSPUR,3907,15264.6531865882,13217.5382502593,,bin4
06,42350,0642350,Wheatland Union High School District,00,09,12,G5410,,E,400896712,3658509,+39.0852587,-121.4073702,,,642350,WHEATLAND UNION HIGH SCH DIST,CA,WHEATLAND,713,8956.52173913044,10031.4754847407,,bin2
06,08550,0608550,Chowchilla Union High School District,00,09,12,G5410,,E,584227872,2275784,+37.0721241,-120.2969305,,,608550,CHOWCHILLA UNION HIGH SCHOOL DISTRICT,CA,CHOWCHILLA,1016,8475.3937007874,9910.52201282893,,bin2
06,14820,0614820,Galt Joint Union High School District,00,09,12,G5410,,E,669657055,7125442,+38.2857504,-121.2399046,,,614820,GALT JT UNION HIGH SCHOOL DIST,CA,GALT,2306,8888.98525585429,9539.93359665019,,bin2
06,38640,0638640,Sweetwater Union High School District,00,07,12,G5410,,E,388171653,23090298,+32.6023081,-116.9846947,,,638640,SWEETWATER UNION HIGH SCH DIST,CA,CHULA VISTA,40916,8532.77446475706,8992.30817373487,,bin2
06,40500,0640500,Upper Lake Union High School District,00,09,12,G5410,,E,1463481853,74175570,+39.3010039,-122.8366093,,,640500,UPPER LAKE UNION HIGH SCHOOL DISTRICT,CA,UPPER LAKE,351,10783.4757834758,17723.9143984347,,bin5
06,10860,0610860,Delano Joint Union High School District,00,09,12,G5410,,E,1197023972,5348009,+35.7630952,-119.2469519,,,610860,DELANO JT UNION HIGH SCHOOL DIST,CA,DELANO,4323,9558.17719176498,10437.3543998873,,bin2
06,06053,0606053,Gonzales Unified (9-12) School District,00,09,12,G5410,A,F,171474797,264130,+36.5897368,-121.4746436,,,,,,,,,,,
06,26880,0626880,Nevada Joint Union High School District,00,09,12,G5410,,E,1886943445,28171109,+39.2776911,-120.9336868,,,626880,NEVADA JT UNION HIGH SCHOOL DIST,CA,GRASS VALLEY,3300,9413.0303030303,15166.7903337344,,bin4
06,34380,0634380,San Dieguito Union High School District,00,07,12,G5410,,E,209031317,108314193,+33.0161063,-117.2545162,,,634380,SAN DIEGUITO UNION HIGH SCHOOL DIST,CA,ENCINITAS,12365,8730.85321471896,9201.05448124393,,bin2
06,39930,0639930,Tulare Joint Union High School District,00,09,12,G5410,,E,941878881,1718072,+36.1055200,-119.3706428,,,639930,TULARE JOINT UNION HIGH SCH DIST,CA,TULARE,5306,9235.58235959291,10216.4635642759,,bin2
06,08160,0608160,Chaffey Joint Union High School District,00,09,12,G5410,,E,422788497,183824,+34.1385568,-117.5776791,,,608160,CHAFFEY UNION HIGH SCHOOL DIST,CA,ONTARIO,25020,8095.72342126299,9064.71874433853,,bin2
06,36972,0636972,Victor Valley Union High School District,00,07,12,G5410,,E,1423249939,6360388,+34.6620026,-117.4471342,,,636972,VICTOR VALLEY JT UNION HIGH SCHOOL DIST,CA,VICTORVILLE,14781,5874.97462959204,6578.16354095113,,bin1
06,11700,0611700,Dunsmuir Joint Union High School District,00,09,12,G5410,,E,666720348,2649733,+41.1423017,-122.3099775,,,611700,DUNSMUIR JT HIGH SCH DIST,CA,DUNSMUIR,87,16471.2643678161,27865.4831342481,,bin5
06,30250,0630250,Petaluma Joint Union High School District,00,07,12,G5410,,E,636425199,43431377,+38.1985401,-122.6342942,,,,,,,,,,,
06,06018,0606018,Washington Unified School District (9-12),00,09,12,G5410,A,F,116724995,44038,+36.6451008,-119.7975716,,,,,,,,,,,
06,06016,0606016,Dinuba Unified (9-12) in Kings River Union,00,09,12,G5410,A,F,16236442,0,+36.4914661,-119.4534660,,,,,,,,,,,
06,14760,0614760,Fullerton Joint Union High School District,00,09,12,G5410,,E,112065276,173318,+33.9036909,-117.9491871,,,614760,FULLERTON JT UNION HIGH SCHOOL DIST,CA,FULLERTON,14608,8728.23110624315,8631.59503726601,,bin2
06,19830,0619830,Kingsburg Joint Union High School District,00,09,12,G5410,,E,253780310,932528,+36.4693360,-119.5329896,,,619830,KINGSBURG JT UN HIGH SCHOOL DIST,CA,KINGSBURG,1194,7802.34505862647,8797.25817782769,,bin2
06,06107,0606107,Porterville Unified (9-12) School District,00,09,12,G5410,A,F,4943317282,9774083,+36.0714962,-118.5589696,,,,,,,,,,,
06,32010,0632010,Red Bluff Joint Union High School District,00,09,12,G5410,,E,5521382546,16847255,+40.2517209,-122.1687429,,,632010,RED BLUFF UNION HIGH SCHOOL DIST,CA,RED BLUFF,1667,10347.9304139172,18182.8197093473,,bin5
06,42510,0642510,William S. Hart Union High School District,00,07,12,G5410,,E,1013458496,14132329,+34.4865289,-118.5520651,,,642510,WILLIAM S HART UNION HIGH SCH DIST,CA,SANTA CLARITA,26373,7415.46278390778,7421.83757331234,,bin1
06,07920,0607920,Centinela Valley Union High School District,00,09,12,G5410,,E,33866003,91687,+33.9112654,-118.3590183,,,607920,CENTINELA VALLEY UNION HIGH SCHOOL DIST,CA,LAWNDALE,6637,9606.75003766762,9615.00859281609,,bin2
06,18060,0618060,Huntington Beach Union High School District,00,09,12,G5410,,E,115530323,103510791,+33.6846338,-118.0211933,,,618060,HUNTINGTON BEACH UHS DIST,CA,HUNTINGTON BEACH,16400,8885.24390243902,8786.86944005561,,bin2
06,03030,0603030,Northern Humboldt Union High School District,00,09,12,G5410,,E,1820418495,34335692,+40.9721687,-123.9071651,,,603030,NORTHERN HUMBOLDT UHSD,CA,MCKINLEYVILLE,1722,10152.1486643438,17295.6689196783,,bin5
06,06019,0606019,Santa Barbara Unified School District (7-12),00,07,12,G5410,A,F,291568990,178333731,+34.4401000,-119.8456870,,,,,,,,,,,
06,35670,0635670,Santa Maria Joint Union High School District,00,09,12,G5410,,E,1462807725,159627442,+34.8746921,-120.3547359,,,635670,SANTA MARIA JT UNION HIGH SCHOOL DIST,CA,SANTA MARIA,7636,8855.42168674699,9280.30733373808,,bin2
06,35850,0635850,Santa Ynez Valley Union High School District,00,09,12,G5410,,E,3040008842,223865210,+34.6358707,-119.8949947,,,635850,SANTA YNEZ VAL UNION HIGH SCHOOL DIST,CA,SANTA YNEZ,1018,10117.8781925344,10603.3368611425,,bin2
06,06004,0606004,Twin Rivers Unified School District in Robla,00,07,12,G5410,A,F,25662730,0,+38.6551086,-121.4473217,,,,,,,,,,,
06,26310,0626310,Mountain View-Los Altos Union School District,00,09,12,G5410,,E,96960374,9223664,+37.3868098,-122.0998178,,,626310,MT VW-LOS ALTOS UNI HIGH SCHOOL DIST,CA,MOUNTAIN VIEW,3737,14668.7182231737,12543.1271555802,,bin4
06,02670,0602670,West Sonoma County Union High School District,00,09,12,G5410,,E,835756695,195336635,+38.4845855,-123.0858851,,,602670,WEST SONOMA COUNTY UNION HIGH SCHOOL DISTRICT,CA,SEBASTOPOL,2176,9886.94852941176,10725.5319337936,,bin2
06,22800,0622800,Los Gatos-Saratoga Joint Union School District,00,09,12,G5410,,E,365690861,2432712,+37.1752816,-121.9659947,,,622800,LOS GATOS-SARATOGA UNION HIGH SCHOOL DIST,CA,LOS GATOS,3232,12682.8589108911,10845.0315559454,,bin2
06,06003,0606003,Twin Rivers Unified School District in Elverta,00,09,12,G5410,A,F,64094764,36883,+38.7392057,-121.4806566,,,,,,,,,,,
06,06008,0606008,Trinity Alps Unified School District in Cox Bar,00,09,12,G5410,A,F,953390033,8361,+40.9502798,-123.2351549,,,,,,,,,,,
06,06025,0606025,Hamilton Unified School District in Capay (9-12),00,09,12,G5410,A,F,30867909,929530,+39.7787191,-122.0754139,,,,,,,,,,,
06,06011,0606011,Trinity Alps Unified School District in Lewiston,00,09,12,G5410,A,F,266070955,7814052,+40.7461333,-122.8022178,,,,,,,,,,,
06,30750,0630750,Placer Union High School District,00,09,12,G5410,,E,2200816271,25227821,+39.0715279,-120.7122179,,,630750,PLACER UNION HIGH SCHOOL DIST,CA,AUBURN,4329,8258.02725802726,8862.76998029916,,bin2
06,38610,0638610,Sutter Union High School District,00,09,12,G5410,,E,619790017,4761309,+39.0624282,-121.7735887,,,638610,SUTTER UNION H SCH DIST,CA,SUTTER,681,8632.89280469897,9669.00489443128,,bin2
06,08010,0608010,Central Union High School District,00,09,12,G5410,,E,405419951,177538,+32.7410776,-115.6421516,,,608010,CENTRAL UNION HIGH SCHOOL DIST,CA,EL CENTRO,4113,8090.20179917335,12663.3550632747,,bin4
06,21400,0621400,Lemoore Union High School District,00,09,12,G5410,,E,661390883,321825,+36.2331345,-119.8435592,,,621400,LEMOORE UNION HIGH SCHOOL DISTRICT,CA,LEMOORE,2282,8321.6476774759,12254.1435814478,,bin4
06,33980,0633980,Salinas Union High School District,00,07,12,G5410,,E,668524342,4599101,+36.6532922,-121.6154238,,,633980,SALINAS UNION HIGH SCHOOL DIST,CA,SALINAS,13879,8723.61121118236,12178.6010240064,,bin3
06,06023,0606023,Santa Paula Unified (9-12) in Mupu,00,09,12,G5410,A,F,103472260,10762,+34.5090691,-119.0476898,,,,,,,,,,,
06,36390,0636390,Sequoia Union High School District,00,09,12,G5410,,E,256554159,63055379,+37.4640935,-122.2255367,,,636390,SEQUOIA UNION HIGH SCHOOL DISTRICT,CA,REDWOOD CITY,9247,12118.0923542771,10492.956980743,,bin2
06,12120,0612120,El Monte Union High School District,00,09,12,G5410,,E,54665317,3700728,+34.0694766,-118.0373239,,,612120,EL MONTE UNION HIGH SCHOOL DIST,CA,EL MONTE,9812,9759.98777007746,9768.37805783674,,bin2
06,42480,0642480,Whittier Union High School District,00,09,12,G5410,,E,104240619,672705,+33.9670928,-118.0376700,,,642480,WHITTIER UNION HIGH SCHOOL DIST,CA,WHITTIER,13486,9206.43630431559,9214.35072507619,,bin2
06,34980,0634980,San Mateo Union High School District,00,09,12,G5410,,E,162006310,122330680,+37.5784337,-122.3292816,,,634980,SAN MATEO HIGH SCHOOL DISTRICT,CA,SAN MATEO,8244,13217.3702086366,11444.8126770405,,bin3
06,06022,0606022,Santa Paula Unified (9-12) in Briggs,00,09,12,G5410,A,F,56357270,1186892,+34.3587415,-119.1331432,,,,,,,,,,,
06,05940,0605940,Bret Harte Union High School District,00,09,12,G5410,,E,1101575694,13459559,+38.1478436,-120.4651598,,,605940,BRET HARTE UNION HIGH SCH DIST,CA,ANGELS CAMP,754,13318.3023872679,20849.0669962537,,bin5
06,06037,0606037,Alhambra Unified (9-12) School District,00,09,12,G5410,A,F,11666276,120610,+34.0587656,-118.0964295,,,,,,,,,,,
06,16500,0616500,Hanford Joint Union High School District,00,09,12,G5410,,E,646753831,2468994,+36.3047466,-119.6141167,,,616500,HANFORD JT UNION HIGH SCH DIST,CA,HANFORD,3892,7901.33607399794,11635.2086135678,,bin3
06,06024,0606024,Santa Paula Unified (9-12) in Santa Clara,00,09,12,G5410,A,F,44264830,1096975,+34.4127008,-119.0010042,,,,,,,,,,,
06,19650,0619650,King City Joint Union High School District,00,09,12,G5410,,E,4841546149,63075068,+36.1143669,-121.0487966,,,619650,SOUTH MONTEREY COUNTY JOINT UNION HIGH SCHOOL DISTRICT,CA,KING CITY,1971,8362.25266362253,11674.1262748676,,bin3
06,33630,0633630,Roseville Joint Union High School District,00,09,12,G5410,,E,183540969,12570316,+38.7632586,-121.2955334,,,633630,ROSEVILLE JT UNION HIGH SCH,CA,ROSEVILLE,10206,7861.65000979816,8437.36567165346,,bin2
06,11780,0611780,East Nicolaus Joint Union High School District,00,09,12,G5410,,E,379108089,3107688,+38.8548216,-121.5333568,,,611780,EAST NICOLAUS JT UHS DIST,CA,NICOLAUS,345,9110.14492753623,10203.5363911133,,bin2
06,06013,0606013,Turlock Unified School District in Chatom Union,00,09,12,G5410,A,F,164875312,442746,+37.4710052,-120.9627120,,,,,,,,,,,
06,02820,0602820,Antelope Valley Union Joint High School District,00,09,12,G5410,,E,3597856937,18975632,+34.6548837,-118.1499193,,,602820,ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,CA,LANCASTER,24816,9042.19052224371,9049.96374719472,,bin2
06,06020,0606020,Lammersville Joint Unified School District (9-12),00,09,12,G5410,A,F,70915952,1137220,+37.7473502,-121.5819582,,,,,,,,,,,
06,06017,0606017,Dinuba Unified (9-12) in Monson-Sultana Joint Union,00,09,12,G5410,A,F,57001317,0,+36.5189083,-119.3310929,,,,,,,,,,,
06,43410,0643410,Yreka Union High School District,00,09,12,G5410,,E,3355267245,20958376,+41.7984998,-122.6322692,,,643410,YREKA UNION HIGH SCH DIST,CA,YREKA,722,9379.50138504155,15867.8976802305,,bin5
06,36940,0636940,Siskiyou Union High School District,00,09,12,G5410,,E,5528286889,25910163,+41.3926588,-122.0181498,,,636940,SISKIYOU UNION HIGH SCHOOL DIST,CA,MT. SHASTA,596,11580.5369127517,19591.5291517239,,bin5
06,06006,0606006,Trinity Alps Unified School District in Burnt Ranch,00,09,12,G5410,A,F,544150888,3143,+40.8894393,-123.4325603,,,,,,,,,,,
06,06007,0606007,Trinity Alps Unified School District in Coffee Creek,00,09,12,G5410,A,F,927372476,2326281,+41.2034758,-122.7097356,,,,,,,,,,,
06,06009,0606009,Trinity Alps Unified School District in Douglas City,00,09,12,G5410,A,F,343800436,32384,+40.5911229,-122.8702226,,,,,,,,,,,
06,06021,0606021,Bishop Unified School District in Round Valley (9-12),00,09,12,G5410,A,F,476789691,4512133,+37.4054387,-118.6301034,,,,,,,,,,,
06,06010,0606010,Trinity Alps Unified School District in Junction City,00,09,12,G5410,A,F,365528089,631179,+40.8290137,-123.0228589,,,,,,,,,,,
06,06029,0606029,Exeter Unified School District (9-12) in Outside Creek,00,09,12,G5410,A,F,39229412,0,+36.2563219,-119.1940883,,,,,,,,,,,
06,06028,0606028,Exeter Unified School District (9-12) in Sequoia Union,00,09,12,G5410,A,F,91819336,3118304,+36.3580610,-119.0522089,,,,,,,,,,,
06,06012,0606012,Trinity Alps Unified School District in Trinity Center,00,09,12,G5410,A,F,521919426,54482114,+40.9469937,-122.7266042,,,,,,,,,,,
06,06005,0606005,Scott Valley Unified School District in Forks of Salmon,00,07,12,G5410,A,F,1665841983,4125722,+41.2663944,-123.1705167,,,,,,,,,,,
06,06026,0606026,Woodlake Unified School District (9-12) in Stone Corral,00,09,12,G5410,A,F,50050938,0,+36.4785925,-119.1969249,,,,,,,,,,,
06,06027,0606027,Woodlake Unified School District (9-12) in Three Rivers Union,00,09,12,G5410,A,F,1823021229,6070456,+36.4369892,-118.6715322,,,,,,,,,,,
06,19540,0619540,Kern Union High School District,00,09,12,G5410,,E,7735978139,50810279,+35.3930930,-118.7772289,,,619540,KERN HIGH SCHOOL DISTRICT,CA,BAKERSFIELD,37070,9935.41947666577,10849.2960644052,,bin2
06,29270,0629270,Oxnard Union High School District,00,09,12,G5410,,E,599768613,284870886,+34.1666166,-119.0841513,,,629270,OXNARD UNION H SCH DIST,CA,OXNARD,16780,8134.32657926102,8415.99644413981,,bin2
06,36600,0636600,Shasta Union High School District,00,09,12,G5410,,E,4704649636,44670054,+40.6652243,-122.1342460,,,636600,SHASTA UNION HIGH SCHOOL DIST,CA,REDDING,5728,9613.12849162011,11670.6452129484,,bin3
06,37260,0637260,Sonora Union High School District,00,09,12,G5410,,E,806086930,47072177,+37.9227248,-120.4225030,,,637260,SONORA UNION HIGH SCHOOL DIST,CA,SONORA,1186,9508.43170320405,14884.9248083539,,bin4
06,05820,0605820,Brawley Union High School District,00,09,12,G5410,,E,2029304402,198655836,+33.0859033,-115.6791989,,,605820,BRAWLEY UNION HIGH SCHOOL DIST,CA,BRAWLEY,1834,8386.04143947655,13126.4241559806,,bin4
06,02700,0602700,Anderson Union High School District,00,09,12,G5410,,E,615538430,7173748,+40.4431202,-122.3156362,,,602700,ANDERSON UNION HIGH SCHOOL DIST,CA,ANDERSON,2032,8654.52755905512,10506.873045072,,bin2
06,35600,0635600,Santa Cruz City High School District,00,07,12,G5410,,E,362096057,279584881,+37.0020733,-122.1134729,,,,,,,,,,,
06,38280,0638280,Summerville Union High School District,00,09,12,G5410,,E,3282340327,46660141,+38.1414340,-119.9276170,,,638280,SUMMERVILLE UNION HIGH SCHOOL DIST,CA,TUOLUMNE,1088,9212.31617647059,14421.3723017373,,bin4
06,31230,0631230,Point Arena Joint Union High School District,00,09,12,G5410,,E,1044769014,422977638,+38.8349084,-123.5185681,,,,,,,,,,,
06,06031,0606031,Tracy Unified School District (9-12) in Banta,00,09,12,G5410,A,F,95276207,3054995,+37.7590922,-121.3564239,,,,,,,,,,,
06,06001,0606001,Yosemite Unified School District in Bass Lake,00,09,12,G5410,A,F,721625325,4871530,+37.4169095,-119.5990979,,,,,,,,,,,
06,06014,0606014,Turlock Unified School District in Keyes Union,00,09,12,G5410,A,F,25291868,0,+37.5477005,-120.9068907,,,,,,,,,,,
06,06032,0606032,Tracy Unified School District (9-12) in Jefferson,00,09,12,G5410,A,F,356601145,61969,+37.6257134,-121.4377868,,,,,,,,,,,
06,06002,0606002,Yosemite Unified School District in Raymond-Knowles,00,09,12,G5410,A,F,502931732,11866102,+37.1737072,-119.9030808,,,,,,,,,,,
06,06015,0606015,Santa Cruz City High School District (9-12) in Soquel,00,09,12,G5410,A,F,37770506,4034269,+37.0013895,-121.9520594,,,,,,,,,,,
06,06033,0606033,Tracy Unified School District (9-12) in New Jerusalem,00,09,12,G5410,A,F,98778309,1170658,+37.6469333,-121.3149687,,,,,,,,,,,
09,03630,0903630,Regional High School District 04,00,07,12,G5410,,E,103517061,7459342,+41.3763804,-072.4608355,,,903630,REGIONAL SCHOOL DISTRICT 4,CT,DEEP RIVER,990,17097.9797979798,17659.4922968388,,bin5
09,03660,0903660,Regional High School District 05,00,07,12,G5410,,E,147890073,2584498,+41.3635379,-073.0038921,,,903660,REGIONAL SCHOOL DISTRICT 5,CT,WOODBRIDGE,2348,17298.5519591141,18223.1212601377,,bin5
