county,count,state_capital
"Franklin, Ky.",28.36089799388651592000,y
"Hughes, S.D.",18.22550398499765588000,y
"Niobrara, Wyo.",14.52784503631961259000,n
"Petroleum, Mont.",14.13427561837455830000,n
"Starr, Texas",12.74491154650941602000,n
"Hinsdale, Colo.",11.39240506329113924000,n
"Chautauqua, Kan.",8.75752599890530925000,n
"Wheeler, Ore.",8.54700854700854701000,n
"Cheyenne, Kan.",8.07635829662261380000,n
"Wahkiakum, Wash.",7.49437921558830877000,n
